Year,AC_No,AC_Name,AC_Type,Cand,Sex,Party,Turnout
2002,97,KANKREJ,GEN,KHANPURA_DHARSHIBHAI_LAKHABHAI,M,INC,61.9
2002,125,KAPADVANJ,GEN,SHAH_BIMAL_KUMAR_KAYANTILAL,M,BJP,68.5
2002,153,KARJAN,SC,KANODIA_NARESHKUMAR_MITHALAL,M,BJP,74.69
2002,128,KATHLAL,GEN,ZALA_GAUTAMBHAI_JESANGBHAI,M,INC,62.04
2002,36,KESHOD,SC,BORICHA_MADHABHAI_LAKHABHAI,M,BJP,61.93
2002,75,KHADIA,GEN,ASHOK_BHATT,M,BJP,65.46
2002,30,KHAMBHALIA,GEN,CHAVADA_KARUBHAI_NARAN,M,BJP,56.31
2002,103,KHEDBRAHMA,ST,AMARSINH_BHILABHAI_CHAUDHARI,M,INC,67.5
2002,87,KHERALU,GEN,DESAI_RAMILABEN_RAMBHAI,F,BJP,73.85
2002,47,KODINAR,GEN,SOLANKI_DINUBHAI_BOGHABHAI,M,BJP,66.91
2002,53,KUNDLA,GEN,KALUBHAI_VIRANI,M,BJP,55.96
2002,33,KUTIYANA,GEN,ODEDARA_KARSHANBHAI_DULABHAI,M,BJP,56.89
2002,44,LATHI,GEN,BHECHARBHAI_BHADANI,M,BJP,61.15
2002,9,LIMBDI,GEN,BHARVAD_BHAVANBHAI_JIVANBHAI,M,INC,66.74
2002,113,LIMDI,ST,BHURIYA_MAHESHBHAI_SOMJIBHAI,M,BJP,51.61
2002,115,LIMKHEDA,ST,BABUBHAI_SONIYABHAI_BHABHOR,M,BJP,53.13
2002,122,LUNAVADA,GEN,MALIWAD_KALUBHAI_HIRABHAI,M,BJP,65.37
2002,130,MAHUDHA,GEN,THAKOR_NATVARSINH_FULSINH,M,INC,63.79
2002,54,MAHUVA,GEN,DR._KANUBHAI_VALABHAI_KALSARIYA,M,BJP,47.52
2002,165,MAHUVA-I,ST,DHODIYA_MOHANBHAI_DHANJIBHAI,M,BJP,59.64
